,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Zamora Chinchipe,Zamora,Sabanilla,Total Sabanilla,621,13,15,28,290,303,593
,Zamora Chinchipe,Zamora,Sabanilla,Rural,621,13,15,28,290,303,593
,Zamora Chinchipe,Zamora,Timbara,Total Timbara,"1,705",421,408,829,426,450,876
,Zamora Chinchipe,Zamora,Timbara,Rural,"1,705",421,408,829,426,450,876
,Zamora Chinchipe,Zamora,San Carlos de las Minas,Total San Carlos de las Minas,"1,937",304,278,582,740,615,"1,355"
,Zamora Chinchipe,Zamora,San Carlos de las Minas,Rural,"1,937",304,278,582,740,615,"1,355"
,Zamora Chinchipe,Chinchipe,Total Chinchipe,Total Chinchipe,"10,212","1,976","2,114","4,090","3,210","2,912","6,122"
,Zamora Chinchipe,Chinchipe,Total Chinchipe,Urbana,"4,046","1,450","1,569","3,019",530,497,"1,027"
,Zamora Chinchipe,Chinchipe,Total Chinchipe,Rural,"6,166",526,545,"1,071","2,680","2,415","5,095"
,Zamora Chinchipe,Chinchipe,Zumba,Total Zumba,"7,876","1,732","1,840","3,572","2,248","2,056","4,304"
,Zamora Chinchipe,Chinchipe,Zumba,Urbana,"4,046","1,450","1,569","3,019",530,497,"1,027"
,Zamora Chinchipe,Chinchipe,Zumba,Rural,"3,830",282,271,553,"1,718","1,559","3,277"
,Zamora Chinchipe,Chinchipe,Chito,Total Chito,"1,495",121,138,259,645,591,"1,236"
,Zamora Chinchipe,Chinchipe,Chito,Rural,"1,495",121,138,259,645,591,"1,236"
,Zamora Chinchipe,Chinchipe,El Chorro,Total El Chorro,152,40,51,91,38,23,61
,Zamora Chinchipe,Chinchipe,El Chorro,Rural,152,40,51,91,38,23,61
,Zamora Chinchipe,Chinchipe,La Chonta,Total La Chonta,241,25,30,55,97,89,186
,Zamora Chinchipe,Chinchipe,La Chonta,Rural,241,25,30,55,97,89,186
,Zamora Chinchipe,Chinchipe,Pucapamba,Total Pucapamba,91,10,11,21,39,31,70
,Zamora Chinchipe,Chinchipe,Pucapamba,Rural,91,10,11,21,39,31,70
,Zamora Chinchipe,Chinchipe,San Andrés,Total San Andrés,357,48,44,92,143,122,265
,Zamora Chinchipe,Chinchipe,San Andrés,Rural,357,48,44,92,143,122,265
,Zamora Chinchipe,Nangaritza,Total Nangaritza,Total Nangaritza,"6,419","1,369","1,423","2,792","1,865","1,762","3,627"
,Zamora Chinchipe,Nangaritza,Total Nangaritza,Urbana,"2,519",901,942,"1,843",323,353,676
,Zamora Chinchipe,Nangaritza,Total Nangaritza,Rural,"3,900",468,481,949,"1,542","1,409","2,951"
,Zamora Chinchipe,Nangaritza,Guayzimi,Total Guayzimi,"3,158",922,966,"1,888",620,650,"1,270"
,Zamora Chinchipe,Nangaritza,Guayzimi,Urbana,"2,519",901,942,"1,843",323,353,676
,Zamora Chinchipe,Nangaritza,Guayzimi,Rural,639,21,24,45,297,297,594
,Zamora Chinchipe,Nangaritza,Zurmi,Total Zurmi,"1,905",409,420,829,579,497,"1,076"
,Zamora Chinchipe,Nangaritza,Zurmi,Rural,"1,905",409,420,829,579,497,"1,076"
,Zamora Chinchipe,Nangaritza,Nuevo Paraíso,Total Nuevo Paraíso,801,17,21,38,397,366,763
,Zamora Chinchipe,Nangaritza,Nuevo Paraíso,Rural,801,17,21,38,397,366,763
,Zamora Chinchipe,Nangaritza,Nankais,Total Nankais,555,21,16,37,269,249,518
,Zamora Chinchipe,Nangaritza,Nankais,Rural,555,21,16,37,269,249,518
,Zamora Chinchipe,Yacuambi,Total Yacuambi,Total Yacuambi,"6,391",980,"1,010","1,990","2,159","2,242","4,401"
,Zamora Chinchipe,Yacuambi,Total Yacuambi,Urbana,"1,626",418,449,867,364,395,759
,Zamora Chinchipe,Yacuambi,Total Yacuambi,Rural,"4,765",562,561,"1,123","1,795","1,847","3,642"
,Zamora Chinchipe,Yacuambi,28 de Mayo,Total 28 de Mayo,"2,979",472,508,980,973,"1,026","1,999"
,Zamora Chinchipe,Yacuambi,28 de Mayo,Urbana,"1,626",418,449,867,364,395,759
,Zamora Chinchipe,Yacuambi,28 de Mayo,Rural,"1,353",54,59,113,609,631,"1,240"
,Zamora Chinchipe,Yacuambi,La Paz,Total La Paz,"2,230",410,387,797,719,714,"1,433"
,Zamora Chinchipe,Yacuambi,La Paz,Rural,"2,230",410,387,797,719,714,"1,433"
,Zamora Chinchipe,Yacuambi,Tutupali,Total Tutupali,"1,182",98,115,213,467,502,969
,Zamora Chinchipe,Yacuambi,Tutupali,Rural,"1,182",98,115,213,467,502,969
,Zamora Chinchipe,Yantzaza,Total Yantzaza,Total Yantzaza,"23,340","6,052","6,273","12,325","5,465","5,550","11,015"
,Zamora Chinchipe,Yantzaza,Total Yantzaza,Urbana,"13,306","4,463","4,697","9,160","2,019","2,127","4,146"
,Zamora Chinchipe,Yantzaza,Total Yantzaza,Rural,"10,034","1,589","1,576","3,165","3,446","3,423","6,869"
,Zamora Chinchipe,Yantzaza,Yantzaza,Total Yantzaza,"16,346","4,828","5,079","9,907","3,149","3,290","6,439"
,Zamora Chinchipe,Yantzaza,Yantzaza,Urbana,"13,306","4,463","4,697","9,160","2,019","2,127","4,146"
,Zamora Chinchipe,Yantzaza,Yantzaza,Rural,"3,040",365,382,747,"1,130","1,163","2,293"
,Zamora Chinchipe,Yantzaza,Chicaña,Total Chicaña,"2,863",395,409,804,"1,019","1,040","2,059"
,Zamora Chinchipe,Yantzaza,Chicaña,Rural,"2,863",395,409,804,"1,019","1,040","2,059"
,Zamora Chinchipe,Yantzaza,Los Encuentros,Total Los Encuentros,"4,131",829,785,"1,614","1,297","1,220","2,517"
,Zamora Chinchipe,Yantzaza,Los Encuentros,Rural,"4,131",829,785,"1,614","1,297","1,220","2,517"
,Zamora Chinchipe,El Pangui,Total El Pangui,Total El Pangui,"12,656","3,072","3,235","6,307","3,126","3,223","6,349"
,Zamora Chinchipe,El Pangui,Total El Pangui,Urbana,"5,316","1,872","1,966","3,838",706,772,"1,478"
,Zamora Chinchipe,El Pangui,Total El Pangui,Rural,"7,340","1,200","1,269","2,469","2,420","2,451","4,871"
,Zamora Chinchipe,El Pangui,El Pangui,Total El Pangui,"8,312","2,271","2,382","4,653","1,799","1,860","3,659"
,Zamora Chinchipe,El Pangui,El Pangui,Urbana,"5,316","1,872","1,966","3,838",706,772,"1,478"
,Zamora Chinchipe,El Pangui,El Pangui,Rural,"2,996",399,416,815,"1,093","1,088","2,181"
,Zamora Chinchipe,El Pangui,El Guisme,Total El Guisme,"1,621",238,273,511,540,570,"1,110"
,Zamora Chinchipe,El Pangui,El Guisme,Rural,"1,621",238,273,511,540,570,"1,110"
,Zamora Chinchipe,El Pangui,Pachicutza,Total Pachicutza,"1,724",375,393,768,486,470,956
,Zamora Chinchipe,El Pangui,Pachicutza,Rural,"1,724",375,393,768,486,470,956
,Zamora Chinchipe,El Pangui,Tundayme,Total Tundayme,999,188,187,375,301,323,624
,Zamora Chinchipe,El Pangui,Tundayme,Rural,999,188,187,375,301,323,624
,Zamora Chinchipe,Centinela del Cóndor,Total Centinela del Cóndor,Total Centinela del Cóndor,"7,868","1,863","1,858","3,721","2,106","2,041","4,147"
,Zamora Chinchipe,Centinela del Cóndor,Total Centinela del Cóndor,Urbana,"2,916","1,055","1,084","2,139",400,377,777
,Zamora Chinchipe,Centinela del Cóndor,Total Centinela del Cóndor,Rural,"4,952",808,774,"1,582","1,706","1,664","3,370"
,Zamora Chinchipe,Centinela del Cóndor,Zumbi,Total Zumbi,"5,178","1,264","1,293","2,557","1,323","1,298","2,621"
,Zamora Chinchipe,Centinela del Cóndor,Zumbi,Urbana,"2,916","1,055","1,084","2,139",400,377,777
,Zamora Chinchipe,Centinela del Cóndor,Zumbi,Rural,"2,262",209,209,418,923,921,"1,844"
,Zamora Chinchipe,Centinela del Cóndor,Triunfo Dorado,Total Triunfo Dorado,986,132,109,241,387,358,745
,Zamora Chinchipe,Centinela del Cóndor,Triunfo Dorado,Rural,986,132,109,241,387,358,745
,Zamora Chinchipe,Centinela del Cóndor,Panguintza,Total Panguintza,"1,704",467,456,923,396,385,781
,Zamora Chinchipe,Centinela del Cóndor,Panguintza,Rural,"1,704",467,456,923,396,385,781
,Zamora Chinchipe,Palanda,Total Palanda,Total Palanda,"8,870","1,499","1,519","3,018","3,023","2,829","5,852"
,Zamora Chinchipe,Palanda,Total Palanda,Urbana,"2,351",764,798,"1,562",377,412,789
,Zamora Chinchipe,Palanda,Total Palanda,Rural,"6,519",735,721,"1,456","2,646","2,417","5,063"
,Zamora Chinchipe,Palanda,Palanda,Total Palanda,"3,997",897,920,"1,817","1,093","1,087","2,180"
,Zamora Chinchipe,Palanda,Palanda,Urbana,"2,351",764,798,"1,562",377,412,789
,Zamora Chinchipe,Palanda,Palanda,Rural,"1,646",133,122,255,716,675,"1,391"
,Zamora Chinchipe,Palanda,El Porvenir del Carmen,Total El Porvenir del Carmen,"1,558",153,127,280,676,602,"1,278"
,Zamora Chinchipe,Palanda,El Porvenir del Carmen,Rural,"1,558",153,127,280,676,602,"1,278"
,Zamora Chinchipe,Palanda,San Francisco del Vergel,Total San Francisco del Vergel,"1,603",110,119,229,702,672,"1,374"
,Zamora Chinchipe,Palanda,San Francisco del Vergel,Rural,"1,603",110,119,229,702,672,"1,374"
,Zamora Chinchipe,Palanda,Valladolid,Total Valladolid,"1,257",300,298,598,348,311,659
,Zamora Chinchipe,Palanda,Valladolid,Rural,"1,257",300,298,598,348,311,659
,Zamora Chinchipe,Palanda,La Canela,Total La Canela,455,39,55,94,204,157,361
,Zamora Chinchipe,Palanda,La Canela,Rural,455,39,55,94,204,157,361
,Zamora Chinchipe,Paquisha,Total Paquisha,Total Paquisha,"4,717",866,885,"1,751","1,512","1,454","2,966"
,Zamora Chinchipe,Paquisha,Total Paquisha,Urbana,"1,583",508,545,"1,053",260,270,530
,Zamora Chinchipe,Paquisha,Total Paquisha,Rural,"3,134",358,340,698,"1,252","1,184","2,436"
,Zamora Chinchipe,Paquisha,Paquisha,Total Paquisha,"2,253",582,620,"1,202",527,524,"1,051"
,Zamora Chinchipe,Paquisha,Paquisha,Urbana,"1,583",508,545,"1,053",260,270,530
,Zamora Chinchipe,Paquisha,Paquisha,Rural,670,74,75,149,267,254,521
,Zamora Chinchipe,Paquisha,Bellavista,Total Bellavista,440,62,65,127,153,160,313
,Zamora Chinchipe,Paquisha,Bellavista,Rural,440,62,65,127,153,160,313
,Zamora Chinchipe,Paquisha,Nuevo Quito,Total Nuevo Quito,"2,024",222,200,422,832,770,"1,602"
,Zamora Chinchipe,Paquisha,Nuevo Quito,Rural,"2,024",222,200,422,832,770,"1,602"
,Galápagos,Total Galápagos,Total Galápagos,Total Galápagos,"28,442","9,773","9,740","19,513","4,523","4,406","8,929"
,Galápagos,Total Galápagos,Total Galápagos,Urbana,"22,626","8,756","8,809","17,565","2,511","2,550","5,061"
,Galápagos,Total Galápagos,Total Galápagos,Rural,"5,816","1,017",931,"1,948","2,012","1,856","3,868"
,Galápagos,San Cristóbal,Total San Cristóbal,Total San Cristóbal,"8,235","3,256","3,231","6,487",875,873,"1,748"
,Galápagos,San Cristóbal,Total San Cristóbal,Urbana,"7,243","2,995","3,007","6,002",619,622,"1,241"
,Galápagos,San Cristóbal,Total San Cristóbal,Rural,992,261,224,485,256,251,507
,Galápagos,San Cristóbal,Puerto Baquerizo Moreno,Total Puerto Baquerizo Moreno,"7,243","2,995","3,007","6,002",619,622,"1,241"
,Galápagos,San Cristóbal,Puerto Baquerizo Moreno,Urbana,"7,243","2,995","3,007","6,002",619,622,"1,241"
,Galápagos,San Cristóbal,El Progreso,Total El Progreso,847,223,193,416,218,213,431
,Galápagos,San Cristóbal,El Progreso,Rural,847,223,193,416,218,213,431
,Galápagos,San Cristóbal,Isla Santa María Floreana,Total Isla Santa María Floreana,145,38,31,69,38,38,76
,Galápagos,San Cristóbal,Isla Santa María Floreana,Rural,145,38,31,69,38,38,76
,Galápagos,Isabela,Total Isabela,Total Isabela,"3,041","1,083","1,044","2,127",477,437,914
,Galápagos,Isabela,Total Isabela,Urbana,"2,746","1,074","1,036","2,110",312,324,636
,Galápagos,Isabela,Total Isabela,Rural,295,9,8,17,165,113,278
,Galápagos,Isabela,Puerto Villamil,Total Puerto Villamil,"2,746","1,074","1,036","2,110",312,324,636
,Galápagos,Isabela,Puerto Villamil,Urbana,"2,746","1,074","1,036","2,110",312,324,636
,Galápagos,Isabela,Tomás de Berlanga,Total Tomás de Berlanga,295,9,8,17,165,113,278
,Galápagos,Isabela,Tomás de Berlanga,Rural,295,9,8,17,165,113,278
,Galápagos,Santa Cruz,Total Santa Cruz,Total Santa Cruz,"17,166","5,434","5,465","10,899","3,171","3,096","6,267"
,Galápagos,Santa Cruz,Total Santa Cruz,Urbana,"12,637","4,687","4,766","9,453","1,580","1,604","3,184"
,Galápagos,Santa Cruz,Total Santa Cruz,Rural,"4,529",747,699,"1,446","1,591","1,492","3,083"
,Galápagos,Santa Cruz,Puerto Ayora,Total Puerto Ayora,"12,678","4,707","4,778","9,485","1,588","1,605","3,193"
,Galápagos,Santa Cruz,Puerto Ayora,Urbana,"12,637","4,687","4,766","9,453","1,580","1,604","3,184"
,Galápagos,Santa Cruz,Puerto Ayora,Rural,41,20,12,32,8,1,9
,Galápagos,Santa Cruz,Bella Vista,Total Bella Vista,"3,928",723,683,"1,406","1,285","1,237","2,522"
,Galápagos,Santa Cruz,Bella Vista,Rural,"3,928",723,683,"1,406","1,285","1,237","2,522"
,Galápagos,Santa Cruz,Santa Rosa,Total Santa Rosa,560,4,4,8,298,254,552
,Galápagos,Santa Cruz,Santa Rosa,Rural,560,4,4,8,298,254,552
,Sucumbíos,Total Sucumbíos,Total Sucumbíos,Total Sucumbíos,"197,969","40,024","40,695","80,719","59,245","58,005","117,250"
,Sucumbíos,Total Sucumbíos,Total Sucumbíos,Urbana,"80,859","24,973","26,068","51,041","14,284","15,534","29,818"
,Sucumbíos,Total Sucumbíos,Total Sucumbíos,Rural,"117,110","15,051","14,627","29,678","44,961","42,471","87,432"
,Sucumbíos,Lago Agrio,Total Lago Agrio,Total Lago Agrio,"104,118","23,089","23,828","46,917","28,570","28,631","57,201"
,Sucumbíos,Lago Agrio,Total Lago Agrio,Urbana,"55,480","16,825","17,564","34,389","10,040","11,051","21,091"
,Sucumbíos,Lago Agrio,Total Lago Agrio,Rural,"48,638","6,264","6,264","12,528","18,530","17,580","36,110"
,Sucumbíos,Lago Agrio,Nueva Loja,Total Nueva Loja,"64,904","18,195","19,002","37,197","13,377","14,330","27,707"
,Sucumbíos,Lago Agrio,Nueva Loja,Urbana,"55,480","16,825","17,564","34,389","10,040","11,051","21,091"
,Sucumbíos,Lago Agrio,Nueva Loja,Rural,"9,424","1,370","1,438","2,808","3,337","3,279","6,616"
,Sucumbíos,Lago Agrio,Dureno,Total Dureno,"3,145",287,300,587,"1,280","1,278","2,558"
,Sucumbíos,Lago Agrio,Dureno,Rural,"3,145",287,300,587,"1,280","1,278","2,558"
,Sucumbíos,Lago Agrio,General Farfán,Total General Farfán,"6,666",901,876,"1,777","2,543","2,346","4,889"
,Sucumbíos,Lago Agrio,General Farfán,Rural,"6,666",901,876,"1,777","2,543","2,346","4,889"
,Sucumbíos,Lago Agrio,El Eno,Total El Eno,"6,915",612,616,"1,228","2,883","2,804","5,687"
,Sucumbíos,Lago Agrio,El Eno,Rural,"6,915",612,616,"1,228","2,883","2,804","5,687"
,Sucumbíos,Lago Agrio,Pacayacu,Total Pacayacu,"8,423","1,127","1,059","2,186","3,276","2,961","6,237"
,Sucumbíos,Lago Agrio,Pacayacu,Rural,"8,423","1,127","1,059","2,186","3,276","2,961","6,237"
,Sucumbíos,Lago Agrio,Jambelí,Total Jambelí,"3,473",411,428,839,"1,412","1,222","2,634"
,Sucumbíos,Lago Agrio,Jambelí,Rural,"3,473",411,428,839,"1,412","1,222","2,634"
,Sucumbíos,Lago Agrio,Santa Cecilia,Total Santa Cecilia,"8,662","1,340","1,343","2,683","3,006","2,973","5,979"
,Sucumbíos,Lago Agrio,Santa Cecilia,Rural,"8,662","1,340","1,343","2,683","3,006","2,973","5,979"
,Sucumbíos,Lago Agrio,10 de Agosto,Total 10 de Agosto,"1,930",216,204,420,793,717,"1,510"
,Sucumbíos,Lago Agrio,10 de Agosto,Rural,"1,930",216,204,420,793,717,"1,510"
,Sucumbíos,Gonzalo Pizarro,Total Gonzalo Pizarro,Total Gonzalo Pizarro,"10,322","2,356","2,327","4,683","2,834","2,805","5,639"
,Sucumbíos,Gonzalo Pizarro,Total Gonzalo Pizarro,Urbana,"2,080",863,850,"1,713",176,191,367
,Sucumbíos,Gonzalo Pizarro,Total Gonzalo Pizarro,Rural,"8,242","1,493","1,477","2,970","2,658","2,614","5,272"
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Total Lumbaquí,"4,159","1,325","1,346","2,671",738,750,"1,488"
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Urbana,"2,080",863,850,"1,713",176,191,367
,Sucumbíos,Gonzalo Pizarro,Lumbaquí,Rural,"2,079",462,496,958,562,559,"1,121"
,Sucumbíos,Gonzalo Pizarro,El Reventador,Total El Reventador,"1,063",211,211,422,311,330,641
,Sucumbíos,Gonzalo Pizarro,El Reventador,Rural,"1,063",211,211,422,311,330,641
,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,Total Gonzalo Pizarro,"3,542",508,497,"1,005","1,290","1,247","2,537"
,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,Rural,"3,542",508,497,"1,005","1,290","1,247","2,537"
,Sucumbíos,Gonzalo Pizarro,Puerto Libre,Total Puerto Libre,"1,558",312,273,585,495,478,973
,Sucumbíos,Gonzalo Pizarro,Puerto Libre,Rural,"1,558",312,273,585,495,478,973
,Sucumbíos,Putumayo,Total Putumayo,Total Putumayo,"8,986",861,881,"1,742","3,735","3,509","7,244"
,Sucumbíos,Putumayo,Total Putumayo,Urbana,"2,002",544,609,"1,153",395,454,849
,Sucumbíos,Putumayo,Total Putumayo,Rural,"6,984",317,272,589,"3,340","3,055","6,395"
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Total Puerto el Carmen de Putumayo,"3,066",617,675,"1,292",871,903,"1,774"
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Urbana,"2,002",544,609,"1,153",395,454,849
,Sucumbíos,Putumayo,Puerto el Carmen de Putumayo,Rural,"1,064",73,66,139,476,449,925
,Sucumbíos,Putumayo,Palma Roja,Total Palma Roja,"1,085",54,54,108,503,474,977
,Sucumbíos,Putumayo,Palma Roja,Rural,"1,085",54,54,108,503,474,977
,Sucumbíos,Putumayo,Puerto Bolívar,Total Puerto Bolívar,76,,,0,45,31,76
,Sucumbíos,Putumayo,Puerto Bolívar,Rural,76,,,0,45,31,76
,Sucumbíos,Putumayo,Puerto Rodríguez,Total Puerto Rodríguez,295,11,11,22,138,135,273
,Sucumbíos,Putumayo,Puerto Rodríguez,Rural,295,11,11,22,138,135,273
,Sucumbíos,Putumayo,Santa Elena,Total Santa Elena,"1,797",7,6,13,936,848,"1,784"
,Sucumbíos,Putumayo,Santa Elena,Rural,"1,797",7,6,13,936,848,"1,784"
,Sucumbíos,Putumayo,Sansahuari,Total Sansahuari,"2,667",172,135,307,"1,242","1,118","2,360"
,Sucumbíos,Putumayo,Sansahuari,Rural,"2,667",172,135,307,"1,242","1,118","2,360"
,Sucumbíos,Shushufindi,Total Shushufindi,Total Shushufindi,"50,778","9,746","9,794","19,540","15,913","15,325","31,238"
,Sucumbíos,Shushufindi,Total Shushufindi,Urbana,"16,313","5,201","5,446","10,647","2,743","2,923","5,666"
,Sucumbíos,Shushufindi,Total Shushufindi,Rural,"34,465","4,545","4,348","8,893","13,170","12,402","25,572"
,Sucumbíos,Shushufindi,Shushufindi,Total Shushufindi,"30,729","7,114","7,370","14,484","8,224","8,021","16,245"
,Sucumbíos,Shushufindi,Shushufindi,Urbana,"16,313","5,201","5,446","10,647","2,743","2,923","5,666"
,Sucumbíos,Shushufindi,Shushufindi,Rural,"14,416","1,913","1,924","3,837","5,481","5,098","10,579"
,Sucumbíos,Shushufindi,Limoncocha,Total Limoncocha,"6,852",222,209,431,"3,306","3,115","6,421"
,Sucumbíos,Shushufindi,Limoncocha,Rural,"6,852",222,209,431,"3,306","3,115","6,421"
,Sucumbíos,Shushufindi,Pañacocha,Total Pañacocha,746,31,26,57,357,332,689
,Sucumbíos,Shushufindi,Pañacocha,Rural,746,31,26,57,357,332,689
,Sucumbíos,Shushufindi,San Roque,Total San Roque,"4,469",410,367,777,"1,906","1,786","3,692"
,Sucumbíos,Shushufindi,San Roque,Rural,"4,469",410,367,777,"1,906","1,786","3,692"
,Sucumbíos,Shushufindi,San Pedro de los Cofánes,Total San Pedro de los Cofánes,"3,636",973,879,"1,852",904,880,"1,784"
,Sucumbíos,Shushufindi,San Pedro de los Cofánes,Rural,"3,636",973,879,"1,852",904,880,"1,784"
,Sucumbíos,Shushufindi,Siete de Julio,Total Siete de Julio,"4,346",996,943,"1,939","1,216","1,191","2,407"
,Sucumbíos,Shushufindi,Siete de Julio,Rural,"4,346",996,943,"1,939","1,216","1,191","2,407"
,Sucumbíos,Sucumbíos,Total Sucumbíos,Total Sucumbíos,"3,172",804,790,"1,594",804,774,"1,578"
,Sucumbíos,Sucumbíos,Total Sucumbíos,Urbana,746,232,262,494,132,120,252
,Sucumbíos,Sucumbíos,Total Sucumbíos,Rural,"2,426",572,528,"1,100",672,654,"1,326"
,Sucumbíos,Sucumbíos,La Bonita,Total La Bonita,935,289,321,610,167,158,325
,Sucumbíos,Sucumbíos,La Bonita,Urbana,746,232,262,494,132,120,252
,Sucumbíos,Sucumbíos,La Bonita,Rural,189,57,59,116,35,38,73
,Sucumbíos,Sucumbíos,El Playón de San Francisco,Total El Playón de San Francisco,"1,248",292,267,559,332,357,689
,Sucumbíos,Sucumbíos,El Playón de San Francisco,Rural,"1,248",292,267,559,332,357,689
,Sucumbíos,Sucumbíos,La Sofía,Total La Sofía,122,26,26,52,42,28,70
,Sucumbíos,Sucumbíos,La Sofía,Rural,122,26,26,52,42,28,70
,Sucumbíos,Sucumbíos,Rosa Florida,Total Rosa Florida,270,52,53,105,86,79,165
,Sucumbíos,Sucumbíos,Rosa Florida,Rural,270,52,53,105,86,79,165
,Sucumbíos,Sucumbíos,Santa Bárbara,Total Santa Bárbara,597,145,123,268,177,152,329
,Sucumbíos,Sucumbíos,Santa Bárbara,Rural,597,145,123,268,177,152,329
,Sucumbíos,Cascales,Total Cascales,Total Cascales,"11,741","2,054","2,066","4,120","3,881","3,740","7,621"
,Sucumbíos,Cascales,Total Cascales,Urbana,"2,510",900,979,"1,879",301,330,631
,Sucumbíos,Cascales,Total Cascales,Rural,"9,231","1,154","1,087","2,241","3,580","3,410","6,990"
,Sucumbíos,Cascales,El Dorado de Cascales,Total El Dorado de Cascales,"3,801","1,078","1,145","2,223",786,792,"1,578"
,Sucumbíos,Cascales,El Dorado de Cascales,Urbana,"2,510",900,979,"1,879",301,330,631
,Sucumbíos,Cascales,El Dorado de Cascales,Rural,"1,291",178,166,344,485,462,947
,Sucumbíos,Cascales,Santa Rosa de Sucumbíos,Total Santa Rosa de Sucumbíos,603,83,69,152,225,226,451
,Sucumbíos,Cascales,Santa Rosa de Sucumbíos,Rural,603,83,69,152,225,226,451
,Sucumbíos,Cascales,Sevilla,Total Sevilla,"3,103",647,624,"1,271",902,930,"1,832"
,Sucumbíos,Cascales,Sevilla,Rural,"3,103",647,624,"1,271",902,930,"1,832"
,Sucumbíos,Cascales,Nueva Troncal,Total Nueva Troncal,"4,234",246,228,474,"1,968","1,792","3,760"
,Sucumbíos,Cascales,Nueva Troncal,Rural,"4,234",246,228,474,"1,968","1,792","3,760"
,Sucumbíos,Cuyabeno,Total Cuyabeno,Total Cuyabeno,"8,852","1,114","1,009","2,123","3,508","3,221","6,729"
,Sucumbíos,Cuyabeno,Total Cuyabeno,Urbana,"1,728",408,358,766,497,465,962
,Sucumbíos,Cuyabeno,Total Cuyabeno,Rural,"7,124",706,651,"1,357","3,011","2,756","5,767"
,Sucumbíos,Cuyabeno,Tarapoa,Total Tarapoa,"6,739",797,716,"1,513","2,731","2,495","5,226"
,Sucumbíos,Cuyabeno,Tarapoa,Urbana,"1,728",408,358,766,497,465,962
,Sucumbíos,Cuyabeno,Tarapoa,Rural,"5,011",389,358,747,"2,234","2,030","4,264"
,Sucumbíos,Cuyabeno,Cuyabeno,Total Cuyabeno,435,96,89,185,131,119,250
