,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Bolívar,Guaranda,Total Guaranda,Rural,"67,358","6,351","6,713","13,064","25,795","28,499","54,294"
,Bolívar,Guaranda,Guaranda,Total Guaranda,"62,268","13,839","15,699","29,538","15,305","17,425","32,730"
,Bolívar,Guaranda,Guaranda,Urbana,"30,412","11,420","13,146","24,566","2,771","3,075","5,846"
,Bolívar,Guaranda,Guaranda,Rural,"31,856","2,419","2,553","4,972","12,534","14,350","26,884"
,Bolívar,Guaranda,Facundo Vela,Total Facundo Vela,"1,859",120,120,240,798,821,"1,619"
,Bolívar,Guaranda,Facundo Vela,Rural,"1,859",120,120,240,798,821,"1,619"
,Bolívar,Guaranda,Julio E. Moreno,Total Julio E. Moreno,"2,527",75,68,143,"1,172","1,212","2,384"
,Bolívar,Guaranda,Julio E. Moreno,Rural,"2,527",75,68,143,"1,172","1,212","2,384"
,Bolívar,Guaranda,Salinas,Total Salinas,"5,877",552,604,"1,156","2,294","2,427","4,721"
,Bolívar,Guaranda,Salinas,Rural,"5,877",552,604,"1,156","2,294","2,427","4,721"
,Bolívar,Guaranda,San Lorenzo,Total San Lorenzo,"1,769",246,275,521,604,644,"1,248"
,Bolívar,Guaranda,San Lorenzo,Rural,"1,769",246,275,521,604,644,"1,248"
,Bolívar,Guaranda,San Simón,Total San Simón,"4,288",364,381,745,"1,685","1,858","3,543"
,Bolívar,Guaranda,San Simón,Rural,"4,288",364,381,745,"1,685","1,858","3,543"
,Bolívar,Guaranda,Santa Fe,Total Santa Fe,"1,896",342,404,746,530,620,"1,150"
,Bolívar,Guaranda,Santa Fe,Rural,"1,896",342,404,746,530,620,"1,150"
,Bolívar,Guaranda,Simiátug,Total Simiátug,"9,406",195,223,418,"4,290","4,698","8,988"
,Bolívar,Guaranda,Simiátug,Rural,"9,406",195,223,418,"4,290","4,698","8,988"
,Bolívar,Guaranda,San Luis de Pambil,Total San Luis de Pambil,"7,880","2,038","2,085","4,123","1,888","1,869","3,757"
,Bolívar,Guaranda,San Luis de Pambil,Rural,"7,880","2,038","2,085","4,123","1,888","1,869","3,757"
,Bolívar,Chillanes,Total Chillanes,Total Chillanes,"19,774","2,709","2,860","5,569","7,120","7,085","14,205"
,Bolívar,Chillanes,Total Chillanes,Urbana,"3,224","1,102","1,225","2,327",428,469,897
,Bolívar,Chillanes,Total Chillanes,Rural,"16,550","1,607","1,635","3,242","6,692","6,616","13,308"
,Bolívar,Chillanes,Chillanes,Total Chillanes,"13,827","1,889","2,030","3,919","4,929","4,979","9,908"
,Bolívar,Chillanes,Chillanes,Urbana,"3,224","1,102","1,225","2,327",428,469,897
,Bolívar,Chillanes,Chillanes,Rural,"10,603",787,805,"1,592","4,501","4,510","9,011"
,Bolívar,Chillanes,San José del Tambo,Total San José del Tambo,"5,947",820,830,"1,650","2,191","2,106","4,297"
,Bolívar,Chillanes,San José del Tambo,Rural,"5,947",820,830,"1,650","2,191","2,106","4,297"
,Bolívar,Chimbo,Total Chimbo,Total Chimbo,"15,519","3,028","3,406","6,434","4,408","4,677","9,085"
,Bolívar,Chimbo,Total Chimbo,Urbana,"4,354","1,642","1,849","3,491",408,455,863
,Bolívar,Chimbo,Total Chimbo,Rural,"11,165","1,386","1,557","2,943","4,000","4,222","8,222"
,Bolívar,Chimbo,San José de Chimbo,Total San José de Chimbo,"6,015","1,959","2,243","4,202",855,958,"1,813"
,Bolívar,Chimbo,San José de Chimbo,Urbana,"4,354","1,642","1,849","3,491",408,455,863
,Bolívar,Chimbo,San José de Chimbo,Rural,"1,661",317,394,711,447,503,950
,Bolívar,Chimbo,Asunción,Total Asunción,"2,745",406,459,865,877,"1,003","1,880"
,Bolívar,Chimbo,Asunción,Rural,"2,745",406,459,865,877,"1,003","1,880"
,Bolívar,Chimbo,La Magdalena,Total La Magdalena,"2,552",415,459,874,818,860,"1,678"
,Bolívar,Chimbo,La Magdalena,Rural,"2,552",415,459,874,818,860,"1,678"
,Bolívar,Chimbo,San Sebastián,Total San Sebastián,"1,176",164,164,328,424,424,848
,Bolívar,Chimbo,San Sebastián,Rural,"1,176",164,164,328,424,424,848
,Bolívar,Chimbo,Telimbela,Total Telimbela,"3,031",84,81,165,"1,434","1,432","2,866"
,Bolívar,Chimbo,Telimbela,Rural,"3,031",84,81,165,"1,434","1,432","2,866"
,Bolívar,Echeandía,Total Echeandía,Total Echeandía,"14,648","4,032","4,224","8,256","3,164","3,228","6,392"
,Bolívar,Echeandía,Total Echeandía,Urbana,"7,132","2,603","2,828","5,431",831,870,"1,701"
,Bolívar,Echeandía,Total Echeandía,Rural,"7,516","1,429","1,396","2,825","2,333","2,358","4,691"
,Bolívar,Echeandía,Echeandía,Total Echeandía,"14,648","4,032","4,224","8,256","3,164","3,228","6,392"
,Bolívar,Echeandía,Echeandía,Urbana,"7,132","2,603","2,828","5,431",831,870,"1,701"
,Bolívar,Echeandía,Echeandía,Rural,"7,516","1,429","1,396","2,825","2,333","2,358","4,691"
,Bolívar,San Miguel,Total San Miguel,Total San Miguel,"28,251","5,670","6,274","11,944","7,963","8,344","16,307"
,Bolívar,San Miguel,Total San Miguel,Urbana,"8,754","3,511","3,947","7,458",610,686,"1,296"
,Bolívar,San Miguel,Total San Miguel,Rural,"19,497","2,159","2,327","4,486","7,353","7,658","15,011"
,Bolívar,San Miguel,San Miguel,Total San Miguel,"13,944","4,143","4,610","8,753","2,518","2,673","5,191"
,Bolívar,San Miguel,San Miguel,Urbana,"8,754","3,511","3,947","7,458",610,686,"1,296"
,Bolívar,San Miguel,San Miguel,Rural,"5,190",632,663,"1,295","1,908","1,987","3,895"
,Bolívar,San Miguel,Balsapamba,Total Balsapamba,"2,469",370,410,780,807,882,"1,689"
,Bolívar,San Miguel,Balsapamba,Rural,"2,469",370,410,780,807,882,"1,689"
,Bolívar,San Miguel,Bilován,Total Bilován,"2,966",212,260,472,"1,220","1,274","2,494"
,Bolívar,San Miguel,Bilován,Rural,"2,966",212,260,472,"1,220","1,274","2,494"
,Bolívar,San Miguel,Régulo de Mora,Total Régulo de Mora,"1,005",23,26,49,470,486,956
,Bolívar,San Miguel,Régulo de Mora,Rural,"1,005",23,26,49,470,486,956
,Bolívar,San Miguel,San Pablo,Total San Pablo,"5,179",592,642,"1,234","1,958","1,987","3,945"
,Bolívar,San Miguel,San Pablo,Rural,"5,179",592,642,"1,234","1,958","1,987","3,945"
,Bolívar,San Miguel,Santiago,Total Santiago,"1,633",241,247,488,554,591,"1,145"
,Bolívar,San Miguel,Santiago,Rural,"1,633",241,247,488,554,591,"1,145"
,Bolívar,San Miguel,San Vicente,Total San Vicente,"1,055",89,79,168,436,451,887
,Bolívar,San Miguel,San Vicente,Rural,"1,055",89,79,168,436,451,887
,Bolívar,Caluma,Total Caluma,Total Caluma,"15,576","4,489","4,793","9,282","3,064","3,230","6,294"
,Bolívar,Caluma,Total Caluma,Urbana,"7,868","3,043","3,343","6,386",687,795,"1,482"
,Bolívar,Caluma,Total Caluma,Rural,"7,708","1,446","1,450","2,896","2,377","2,435","4,812"
,Bolívar,Caluma,Caluma,Total Caluma,"15,576","4,489","4,793","9,282","3,064","3,230","6,294"
,Bolívar,Caluma,Caluma,Urbana,"7,868","3,043","3,343","6,386",687,795,"1,482"
,Bolívar,Caluma,Caluma,Rural,"7,708","1,446","1,450","2,896","2,377","2,435","4,812"
,Bolívar,Las Naves,Total Las Naves,Total Las Naves,"6,995","1,526","1,626","3,152","1,967","1,876","3,843"
,Bolívar,Las Naves,Total Las Naves,Urbana,"1,984",666,730,"1,396",285,303,588
,Bolívar,Las Naves,Total Las Naves,Rural,"5,011",860,896,"1,756","1,682","1,573","3,255"
,Bolívar,Las Naves,Las Naves,Total Las Naves,"6,995","1,526","1,626","3,152","1,967","1,876","3,843"
,Bolívar,Las Naves,Las Naves,Urbana,"1,984",666,730,"1,396",285,303,588
,Bolívar,Las Naves,Las Naves,Rural,"5,011",860,896,"1,756","1,682","1,573","3,255"
,Cañar,Total Cañar,Total Cañar,Total Cañar,"226,989","64,000","74,046","138,046","40,563","48,380","88,943"
,Cañar,Total Cañar,Total Cañar,Urbana,"100,565","35,995","41,244","77,239","10,836","12,490","23,326"
,Cañar,Total Cañar,Total Cañar,Rural,"126,424","28,005","32,802","60,807","29,727","35,890","65,617"
,Cañar,Azogues,Total Azogues,Total Azogues,"74,186","25,103","29,430","54,533","8,758","10,895","19,653"
,Cañar,Azogues,Total Azogues,Urbana,"35,437","14,531","16,900","31,431","1,803","2,203","4,006"
,Cañar,Azogues,Total Azogues,Rural,"38,749","10,572","12,530","23,102","6,955","8,692","15,647"
,Cañar,Azogues,Azogues,Total Azogues,"40,922","16,014","18,604","34,618","2,840","3,464","6,304"
,Cañar,Azogues,Azogues,Urbana,"35,437","14,531","16,900","31,431","1,803","2,203","4,006"
,Cañar,Azogues,Azogues,Rural,"5,485","1,483","1,704","3,187","1,037","1,261","2,298"
,Cañar,Azogues,Cojitambo,Total Cojitambo,"3,612",816,"1,044","1,860",777,975,"1,752"
,Cañar,Azogues,Cojitambo,Rural,"3,612",816,"1,044","1,860",777,975,"1,752"
,Cañar,Azogues,Guapán,Total Guapán,"8,921","2,754","3,284","6,038","1,218","1,665","2,883"
,Cañar,Azogues,Guapán,Rural,"8,921","2,754","3,284","6,038","1,218","1,665","2,883"
,Cañar,Azogues,Javier Loyola,Total Javier Loyola,"8,591","2,663","3,020","5,683","1,321","1,587","2,908"
,Cañar,Azogues,Javier Loyola,Rural,"8,591","2,663","3,020","5,683","1,321","1,587","2,908"
,Cañar,Azogues,Luis Cordero,Total Luis Cordero,"3,931","1,239","1,564","2,803",537,591,"1,128"
,Cañar,Azogues,Luis Cordero,Rural,"3,931","1,239","1,564","2,803",537,591,"1,128"
,Cañar,Azogues,Pindilig,Total Pindilig,"1,837",279,361,640,497,700,"1,197"
,Cañar,Azogues,Pindilig,Rural,"1,837",279,361,640,497,700,"1,197"
,Cañar,Azogues,Rivera,Total Rivera,"1,567",78,97,175,634,758,"1,392"
,Cañar,Azogues,Rivera,Rural,"1,567",78,97,175,634,758,"1,392"
,Cañar,Azogues,San Miguel,Total San Miguel,"3,614","1,071","1,217","2,288",579,747,"1,326"
,Cañar,Azogues,San Miguel,Rural,"3,614","1,071","1,217","2,288",579,747,"1,326"
,Cañar,Azogues,Taday,Total Taday,"1,191",189,239,428,355,408,763
,Cañar,Azogues,Taday,Rural,"1,191",189,239,428,355,408,763
,Cañar,Biblián,Total Biblián,Total Biblián,"18,848","4,740","5,943","10,683","3,545","4,620","8,165"
,Cañar,Biblián,Total Biblián,Urbana,"5,727","2,202","2,705","4,907",369,451,820
,Cañar,Biblián,Total Biblián,Rural,"13,121","2,538","3,238","5,776","3,176","4,169","7,345"
,Cañar,Biblián,Biblián,Total Biblián,"12,375","3,480","4,345","7,825","1,961","2,589","4,550"
,Cañar,Biblián,Biblián,Urbana,"5,727","2,202","2,705","4,907",369,451,820
,Cañar,Biblián,Biblián,Rural,"6,648","1,278","1,640","2,918","1,592","2,138","3,730"
,Cañar,Biblián,Nazón,Total Nazón,"2,232",370,480,850,600,782,"1,382"
,Cañar,Biblián,Nazón,Rural,"2,232",370,480,850,600,782,"1,382"
,Cañar,Biblián,San Francisco de Sageo,Total San Francisco de Sageo,"1,471",362,459,821,276,374,650
,Cañar,Biblián,San Francisco de Sageo,Rural,"1,471",362,459,821,276,374,650
,Cañar,Biblián,Turupamba,Total Turupamba,"1,078",173,204,377,316,385,701
,Cañar,Biblián,Turupamba,Rural,"1,078",173,204,377,316,385,701
,Cañar,Biblián,Jerusalén,Total Jerusalén,"1,692",355,455,810,392,490,882
,Cañar,Biblián,Jerusalén,Rural,"1,692",355,455,810,392,490,882
,Cañar,Cañar,Total Cañar,Total Cañar,"52,018","12,755","14,969","27,724","10,944","13,350","24,294"
,Cañar,Cañar,Total Cañar,Urbana,"13,026","5,250","6,113","11,363",746,917,"1,663"
,Cañar,Cañar,Total Cañar,Rural,"38,992","7,505","8,856","16,361","10,198","12,433","22,631"
,Cañar,Cañar,Cañar,Total Cañar,"17,183","6,050","7,036","13,086","1,808","2,289","4,097"
,Cañar,Cañar,Cañar,Urbana,"13,026","5,250","6,113","11,363",746,917,"1,663"
,Cañar,Cañar,Cañar,Rural,"4,157",800,923,"1,723","1,062","1,372","2,434"
,Cañar,Cañar,Chontamarca,Total Chontamarca,"3,191",401,470,871,"1,069","1,251","2,320"
,Cañar,Cañar,Chontamarca,Rural,"3,191",401,470,871,"1,069","1,251","2,320"
,Cañar,Cañar,Chorocopte,Total Chorocopte,"2,726",754,866,"1,620",479,627,"1,106"
,Cañar,Cañar,Chorocopte,Rural,"2,726",754,866,"1,620",479,627,"1,106"
,Cañar,Cañar,General Morales,Total General Morales,"2,300",231,247,478,837,985,"1,822"
,Cañar,Cañar,General Morales,Rural,"2,300",231,247,478,837,985,"1,822"
,Cañar,Cañar,Gualleturo,Total Gualleturo,"3,223",582,676,"1,258",900,"1,065","1,965"
,Cañar,Cañar,Gualleturo,Rural,"3,223",582,676,"1,258",900,"1,065","1,965"
,Cañar,Cañar,Honorato Vásquez,Total Honorato Vásquez,"5,906","1,574","1,992","3,566","1,004","1,336","2,340"
,Cañar,Cañar,Honorato Vásquez,Rural,"5,906","1,574","1,992","3,566","1,004","1,336","2,340"
,Cañar,Cañar,Ingapirca,Total Ingapirca,"6,955","1,024","1,289","2,313","2,044","2,598","4,642"
,Cañar,Cañar,Ingapirca,Rural,"6,955","1,024","1,289","2,313","2,044","2,598","4,642"
,Cañar,Cañar,Juncal,Total Juncal,"1,680",372,405,777,384,519,903
,Cañar,Cañar,Juncal,Rural,"1,680",372,405,777,384,519,903
,Cañar,Cañar,San Antonio,Total San Antonio,"2,127",565,593,"1,158",476,493,969
,Cañar,Cañar,San Antonio,Rural,"2,127",565,593,"1,158",476,493,969
,Cañar,Cañar,Zhud,Total Zhud,"1,683",204,271,475,571,637,"1,208"
,Cañar,Cañar,Zhud,Rural,"1,683",204,271,475,571,637,"1,208"
,Cañar,Cañar,Ventura,Total Ventura,"1,356",286,295,581,383,392,775
,Cañar,Cañar,Ventura,Rural,"1,356",286,295,581,383,392,775
,Cañar,Cañar,Ducur,Total Ducur,"3,688",712,829,"1,541",989,"1,158","2,147"
,Cañar,Cañar,Ducur,Rural,"3,688",712,829,"1,541",989,"1,158","2,147"
,Cañar,La Troncal,Total La Troncal,Total La Troncal,"62,005","16,233","17,619","33,852","13,509","14,644","28,153"
,Cañar,La Troncal,Total La Troncal,Urbana,"39,541","11,469","12,599","24,068","7,325","8,148","15,473"
,Cañar,La Troncal,Total La Troncal,Rural,"22,464","4,764","5,020","9,784","6,184","6,496","12,680"
,Cañar,La Troncal,La Troncal,Total La Troncal,"46,421","13,425","14,811","28,236","8,629","9,556","18,185"
,Cañar,La Troncal,La Troncal,Urbana,"39,541","11,469","12,599","24,068","7,325","8,148","15,473"
,Cañar,La Troncal,La Troncal,Rural,"6,880","1,956","2,212","4,168","1,304","1,408","2,712"
,Cañar,La Troncal,Manuel J. Calle,Total Manuel J. Calle,"4,720",845,829,"1,674","1,448","1,598","3,046"
,Cañar,La Troncal,Manuel J. Calle,Rural,"4,720",845,829,"1,674","1,448","1,598","3,046"
,Cañar,La Troncal,Pancho Negro,Total Pancho Negro,"10,864","1,963","1,979","3,942","3,432","3,490","6,922"
,Cañar,La Troncal,Pancho Negro,Rural,"10,864","1,963","1,979","3,942","3,432","3,490","6,922"
,Cañar,El Tambo,Total El Tambo,Total El Tambo,"9,264","2,809","3,246","6,055","1,433","1,776","3,209"
,Cañar,El Tambo,Total El Tambo,Urbana,"5,181","1,986","2,291","4,277",402,502,904
,Cañar,El Tambo,Total El Tambo,Rural,"4,083",823,955,"1,778","1,031","1,274","2,305"
,Cañar,El Tambo,El Tambo,Total El Tambo,"9,264","2,809","3,246","6,055","1,433","1,776","3,209"
,Cañar,El Tambo,El Tambo,Urbana,"5,181","1,986","2,291","4,277",402,502,904
,Cañar,El Tambo,El Tambo,Rural,"4,083",823,955,"1,778","1,031","1,274","2,305"
,Cañar,Déleg,Total Déleg,Total Déleg,"6,046","1,534","1,885","3,419","1,166","1,461","2,627"
,Cañar,Déleg,Total Déleg,Urbana,645,224,292,516,47,82,129
,Cañar,Déleg,Total Déleg,Rural,"5,401","1,310","1,593","2,903","1,119","1,379","2,498"
,Cañar,Déleg,Déleg,Total Déleg,"4,273","1,069","1,395","2,464",783,"1,026","1,809"
,Cañar,Déleg,Déleg,Urbana,645,224,292,516,47,82,129
,Cañar,Déleg,Déleg,Rural,"3,628",845,"1,103","1,948",736,944,"1,680"
,Cañar,Déleg,Solano,Total Solano,"1,773",465,490,955,383,435,818
,Cañar,Déleg,Solano,Rural,"1,773",465,490,955,383,435,818
,Cañar,Suscal,Total Suscal,Total Suscal,"4,622",826,954,"1,780","1,208","1,634","2,842"
,Cañar,Suscal,Total Suscal,Urbana,"1,008",333,344,677,144,187,331
,Cañar,Suscal,Total Suscal,Rural,"3,614",493,610,"1,103","1,064","1,447","2,511"
,Cañar,Suscal,Suscal,Total Suscal,"4,622",826,954,"1,780","1,208","1,634","2,842"
,Cañar,Suscal,Suscal,Urbana,"1,008",333,344,677,144,187,331
,Cañar,Suscal,Suscal,Rural,"3,614",493,610,"1,103","1,064","1,447","2,511"
,Carchi,Total Carchi,Total Carchi,Total Carchi,"171,776","55,435","59,040","114,475","28,336","28,965","57,301"
,Carchi,Total Carchi,Total Carchi,Urbana,"87,054","35,399","38,301","73,700","6,432","6,922","13,354"
,Carchi,Total Carchi,Total Carchi,Rural,"84,722","20,036","20,739","40,775","21,904","22,043","43,947"
,Carchi,Tulcán,Total Tulcán,Total Tulcán,"91,440","30,825","33,546","64,371","13,352","13,717","27,069"
,Carchi,Tulcán,Total Tulcán,Urbana,"55,868","23,282","25,594","48,876","3,334","3,658","6,992"
,Carchi,Tulcán,Total Tulcán,Rural,"35,572","7,543","7,952","15,495","10,018","10,059","20,077"
,Carchi,Tulcán,Tulcán,Total Tulcán,"63,348","25,382","27,863","53,245","4,848","5,255","10,103"
,Carchi,Tulcán,Tulcán,Urbana,"55,868","23,282","25,594","48,876","3,334","3,658","6,992"
,Carchi,Tulcán,Tulcán,Rural,"7,480","2,100","2,269","4,369","1,514","1,597","3,111"
,Carchi,Tulcán,El Carmelo,Total El Carmelo,"2,162",452,485,937,575,650,"1,225"
,Carchi,Tulcán,El Carmelo,Rural,"2,162",452,485,937,575,650,"1,225"
,Carchi,Tulcán,Julio Andrade,Total Julio Andrade,"10,593","2,567","2,727","5,294","2,637","2,662","5,299"
,Carchi,Tulcán,Julio Andrade,Rural,"10,593","2,567","2,727","5,294","2,637","2,662","5,299"
,Carchi,Tulcán,Maldonado,Total Maldonado,"2,069",240,226,466,847,756,"1,603"
,Carchi,Tulcán,Maldonado,Rural,"2,069",240,226,466,847,756,"1,603"
,Carchi,Tulcán,Pioter,Total Pioter,670,151,163,314,167,189,356
,Carchi,Tulcán,Pioter,Rural,670,151,163,314,167,189,356
,Carchi,Tulcán,Tobar Donoso,Total Tobar Donoso,"1,393",11,8,19,705,669,"1,374"
,Carchi,Tulcán,Tobar Donoso,Rural,"1,393",11,8,19,705,669,"1,374"
,Carchi,Tulcán,Tufiño,Total Tufiño,"2,683",667,707,"1,374",657,652,"1,309"
,Carchi,Tulcán,Tufiño,Rural,"2,683",667,707,"1,374",657,652,"1,309"
,Carchi,Tulcán,Urbina,Total Urbina,"1,769",291,287,578,602,589,"1,191"
,Carchi,Tulcán,Urbina,Rural,"1,769",291,287,578,602,589,"1,191"
,Carchi,Tulcán,El Chical,Total El Chical,"4,349",319,311,630,"1,873","1,846","3,719"
,Carchi,Tulcán,El Chical,Rural,"4,349",319,311,630,"1,873","1,846","3,719"
,Carchi,Tulcán,Santa Martha de Cuba,Total Santa Martha de Cuba,"2,404",745,769,"1,514",441,449,890
,Carchi,Tulcán,Santa Martha de Cuba,Rural,"2,404",745,769,"1,514",441,449,890
,Carchi,Bolívar,Total Bolívar,Total Bolívar,"15,675","4,651","4,695","9,346","3,171","3,158","6,329"
,Carchi,Bolívar,Total Bolívar,Urbana,"3,376","1,313","1,328","2,641",357,378,735
,Carchi,Bolívar,Total Bolívar,Rural,"12,299","3,338","3,367","6,705","2,814","2,780","5,594"
,Carchi,Bolívar,Bolívar,Total Bolívar,"5,872","2,000","1,972","3,972",963,937,"1,900"
,Carchi,Bolívar,Bolívar,Urbana,"3,376","1,313","1,328","2,641",357,378,735
,Carchi,Bolívar,Bolívar,Rural,"2,496",687,644,"1,331",606,559,"1,165"
,Carchi,Bolívar,García Moreno,Total García Moreno,"1,364",363,368,731,316,317,633
,Carchi,Bolívar,García Moreno,Rural,"1,364",363,368,731,316,317,633
,Carchi,Bolívar,Los Andes,Total Los Andes,"2,535",667,707,"1,374",581,580,"1,161"
,Carchi,Bolívar,Los Andes,Rural,"2,535",667,707,"1,374",581,580,"1,161"
,Carchi,Bolívar,Monte Olivo,Total Monte Olivo,"1,699",438,456,894,421,384,805
,Carchi,Bolívar,Monte Olivo,Rural,"1,699",438,456,894,421,384,805
,Carchi,Bolívar,San Vicente de Pusir,Total San Vicente de Pusir,"2,254",664,686,"1,350",425,479,904
,Carchi,Bolívar,San Vicente de Pusir,Rural,"2,254",664,686,"1,350",425,479,904
,Carchi,Bolívar,San Rafael,Total San Rafael,"1,951",519,506,"1,025",465,461,926
,Carchi,Bolívar,San Rafael,Rural,"1,951",519,506,"1,025",465,461,926
,Carchi,Espejo,Total Espejo,Total Espejo,"14,521","4,401","4,654","9,055","2,736","2,730","5,466"
,Carchi,Espejo,Total Espejo,Urbana,"5,181","1,965","2,093","4,058",569,554,"1,123"
,Carchi,Espejo,Total Espejo,Rural,"9,340","2,436","2,561","4,997","2,167","2,176","4,343"
,Carchi,Espejo,El Ángel,Total El Ángel,"7,075","2,324","2,485","4,809","1,151","1,115","2,266"
,Carchi,Espejo,El Ángel,Urbana,"5,181","1,965","2,093","4,058",569,554,"1,123"
,Carchi,Espejo,El Ángel,Rural,"1,894",359,392,751,582,561,"1,143"
,Carchi,Espejo,El Goaltal,Total El Goaltal,746,96,100,196,281,269,550
,Carchi,Espejo,El Goaltal,Rural,746,96,100,196,281,269,550
,Carchi,Espejo,La Libertad,Total La Libertad,"3,718",986,"1,016","2,002",849,867,"1,716"
,Carchi,Espejo,La Libertad,Rural,"3,718",986,"1,016","2,002",849,867,"1,716"
,Carchi,Espejo,San Isidro,Total San Isidro,"2,982",995,"1,053","2,048",455,479,934
,Carchi,Espejo,San Isidro,Rural,"2,982",995,"1,053","2,048",455,479,934
,Carchi,Mira,Total Mira,Total Mira,"12,699","3,435","3,558","6,993","2,867","2,839","5,706"
,Carchi,Mira,Total Mira,Urbana,"3,690","1,498","1,670","3,168",253,269,522
,Carchi,Mira,Total Mira,Rural,"9,009","1,937","1,888","3,825","2,614","2,570","5,184"
,Carchi,Mira,Mira,Total Mira,"6,701","2,476","2,607","5,083",784,834,"1,618"
,Carchi,Mira,Mira,Urbana,"3,690","1,498","1,670","3,168",253,269,522
,Carchi,Mira,Mira,Rural,"3,011",978,937,"1,915",531,565,"1,096"
,Carchi,Mira,Concepción,Total Concepción,"2,657",400,430,830,918,909,"1,827"
,Carchi,Mira,Concepción,Rural,"2,657",400,430,830,918,909,"1,827"
,Carchi,Mira,Jijón y Caamaño,Total Jijón y Caamaño,"1,961",261,232,493,765,703,"1,468"
,Carchi,Mira,Jijón y Caamaño,Rural,"1,961",261,232,493,765,703,"1,468"
,Carchi,Mira,Juan Montalvo,Total Juan Montalvo,"1,380",298,289,587,400,393,793
,Carchi,Mira,Juan Montalvo,Rural,"1,380",298,289,587,400,393,793
,Carchi,Montúfar,Total Montúfar,Total Montúfar,"29,568","9,422","9,880","19,302","5,001","5,265","10,266"
,Carchi,Montúfar,Total Montúfar,Urbana,"14,489","5,526","5,830","11,356","1,507","1,626","3,133"
,Carchi,Montúfar,Total Montúfar,Rural,"15,079","3,896","4,050","7,946","3,494","3,639","7,133"
,Carchi,Montúfar,San Gabriel,Total San Gabriel,"20,567","6,973","7,337","14,310","3,013","3,244","6,257"
,Carchi,Montúfar,San Gabriel,Urbana,"14,489","5,526","5,830","11,356","1,507","1,626","3,133"
,Carchi,Montúfar,San Gabriel,Rural,"6,078","1,447","1,507","2,954","1,506","1,618","3,124"
,Carchi,Montúfar,Cristóbal Colón,Total Cristóbal Colón,"2,901",838,891,"1,729",578,594,"1,172"
,Carchi,Montúfar,Cristóbal Colón,Rural,"2,901",838,891,"1,729",578,594,"1,172"
,Carchi,Montúfar,Chitán de Navarrete,Total Chitán de Navarrete,641,142,163,305,167,169,336
,Carchi,Montúfar,Chitán de Navarrete,Rural,641,142,163,305,167,169,336
,Carchi,Montúfar,Fernández Salvador,Total Fernández Salvador,"1,144",305,281,586,283,275,558
,Carchi,Montúfar,Fernández Salvador,Rural,"1,144",305,281,586,283,275,558
,Carchi,Montúfar,La Paz,Total La Paz,"3,386",977,"1,029","2,006",677,703,"1,380"
,Carchi,Montúfar,La Paz,Rural,"3,386",977,"1,029","2,006",677,703,"1,380"
,Carchi,Montúfar,Piartal,Total Piartal,929,187,179,366,283,280,563
,Carchi,Montúfar,Piartal,Rural,929,187,179,366,283,280,563
,Carchi,San Pedro de Huaca,Total San Pedro de Huaca,Total San Pedro de Huaca,"7,873","2,701","2,707","5,408","1,209","1,256","2,465"
,Carchi,San Pedro de Huaca,Total San Pedro de Huaca,Urbana,"4,450","1,815","1,786","3,601",412,437,849
,Carchi,San Pedro de Huaca,Total San Pedro de Huaca,Rural,"3,423",886,921,"1,807",797,819,"1,616"
,Carchi,San Pedro de Huaca,Huaca,Total Huaca,"6,391","2,310","2,289","4,599",891,901,"1,792"
,Carchi,San Pedro de Huaca,Huaca,Urbana,"4,450","1,815","1,786","3,601",412,437,849
,Carchi,San Pedro de Huaca,Huaca,Rural,"1,941",495,503,998,479,464,943
,Carchi,San Pedro de Huaca,Mariscal Sucre,Total Mariscal Sucre,"1,482",391,418,809,318,355,673
,Carchi,San Pedro de Huaca,Mariscal Sucre,Rural,"1,482",391,418,809,318,355,673
,Cotopaxi,Total Cotopaxi,Total Cotopaxi,Total Cotopaxi,"465,599","115,684","123,813","239,497","108,089","118,013","226,102"
,Cotopaxi,Total Cotopaxi,Total Cotopaxi,Urbana,"156,304","58,401","63,334","121,735","16,463","18,106","34,569"
,Cotopaxi,Total Cotopaxi,Total Cotopaxi,Rural,"309,295","57,283","60,479","117,762","91,626","99,907","191,533"
,Cotopaxi,Latacunga,Total Latacunga,Total Latacunga,"212,936","63,576","68,202","131,778","38,709","42,449","81,158"
,Cotopaxi,Latacunga,Total Latacunga,Urbana,"77,156","30,861","33,546","64,407","6,016","6,733","12,749"
,Cotopaxi,Latacunga,Total Latacunga,Rural,"135,780","32,715","34,656","67,371","32,693","35,716","68,409"
